service,cost,usage,usage_start_time
S3,0.1513,0.6499,2024-05-22 04:00:00
RDS,0.7228,0.2009,2024-05-22 05:00:00
Lambda,0.5463,0.4654,2024-05-22 06:00:00
DynamoDB,0.4078,0.5885,2024-05-22 07:00:00
RDS,0.9759,0.2696,2024-05-22 08:00:00
S3,0.1304,0.5772,2024-05-22 09:00:00
DynamoDB,0.4499,0.6856,2024-05-22 10:00:00
S3,0.0911,0.3844,2024-05-22 11:00:00
S3,0.0869,0.3728,2024-05-22 12:00:00
EC2,4.0177,0.8742,2024-05-22 13:00:00
RDS,3.6354,0.9882,2024-05-22 14:00:00
EC2,2.5476,0.5184,2024-05-22 15:00:00
S3,0.2281,1.0,2024-05-22 16:00:00
DynamoDB,0.1912,0.2759,2024-05-22 17:00:00
Lambda,0.5553,0.5064,2024-05-22 18:00:00
EC2,2.6265,0.5045,2024-05-22 19:00:00
Lambda,0.627,0.5303,2024-05-22 20:00:00
EC2,1.8877,0.3764,2024-05-22 21:00:00
RDS,1.3167,0.3348,2024-05-22 22:00:00
Lambda,1.0777,0.8867,2024-05-22 23:00:00
EC2,2.5121,0.4977,2024-05-23 00:00:00
S3,0.1656,0.719,2024-05-23 01:00:00
DynamoDB,0.2654,0.3947,2024-05-23 02:00:00
S3,0.1443,0.5818,2024-05-23 03:00:00
RDS,0.8092,0.23,2024-05-23 04:00:00
RDS,0.7927,0.2305,2024-05-23 05:00:00
EC2,2.8216,0.6102,2024-05-23 06:00:00
S3,0.097,0.4398,2024-05-23 07:00:00
Lambda,0.6435,0.5374,2024-05-23 08:00:00
EC2,1.6841,0.3542,2024-05-23 09:00:00
EC2,2.4682,0.5361,2024-05-23 10:00:00
S3,0.0536,0.2047,2024-05-23 11:00:00
DynamoDB,0.2675,0.3733,2024-05-23 12:00:00
RDS,2.9738,0.7022,2024-05-23 13:00:00
Lambda,0.3081,0.2511,2024-05-23 14:00:00
RDS,1.2558,0.3585,2024-05-23 15:00:00
EC2,1.6124,0.356,2024-05-23 16:00:00
DynamoDB,0.328,0.4917,2024-05-23 17:00:00
EC2,3.318,0.6894,2024-05-23 18:00:00
DynamoDB,0.411,0.5845,2024-05-23 19:00:00
S3,0.1038,0.4266,2024-05-23 20:00:00
RDS,0.9447,0.2672,2024-05-23 21:00:00
EC2,1.5046,0.3281,2024-05-23 22:00:00
DynamoDB,0.0599,0.078,2024-05-23 23:00:00
DynamoDB,0.2763,0.3627,2024-05-24 00:00:00
EC2,3.2057,0.7138,2024-05-24 01:00:00
RDS,1.1465,0.2823,2024-05-24 02:00:00
S3,0.2037,0.8502,2024-05-24 03:00:00
S3,0.1282,0.5515,2024-05-24 04:00:00
Lambda,0.6785,0.5865,2024-05-24 05:00:00
Lambda,0.1048,0.0935,2024-05-24 06:00:00
Lambda,0.5708,0.5042,2024-05-24 07:00:00
RDS,1.6574,0.4865,2024-05-24 08:00:00
Lambda,0.4298,0.3435,2024-05-24 09:00:00
Lambda,0.6591,0.5495,2024-05-24 10:00:00
RDS,2.4913,0.6758,2024-05-24 11:00:00
Lambda,0.9254,0.7893,2024-05-24 12:00:00
S3,0.0929,0.4141,2024-05-24 13:00:00
EC2,2.0841,0.4142,2024-05-24 14:00:00
S3,0.1912,0.76,2024-05-24 15:00:00
S3,0.0357,0.1412,2024-05-24 16:00:00
DynamoDB,0.0995,0.1323,2024-05-24 17:00:00
EC2,2.1188,0.4264,2024-05-24 18:00:00
S3,0.0593,0.2335,2024-05-24 19:00:00
EC2,0.9604,0.207,2024-05-24 20:00:00
S3,0.0658,0.3004,2024-05-24 21:00:00
RDS,2.0368,0.5189,2024-05-24 22:00:00
RDS,3.6175,1.0,2024-05-24 23:00:00
Lambda,0.8781,0.7233,2024-05-25 00:00:00
RDS,2.1223,0.5998,2024-05-25 01:00:00
EC2,2.6568,0.539,2024-05-25 02:00:00
DynamoDB,0.2756,0.3843,2024-05-25 03:00:00
Lambda,0.6102,0.4883,2024-05-25 04:00:00
S3,0.0687,0.2868,2024-05-25 05:00:00
RDS,3.3615,0.8824,2024-05-25 06:00:00
Lambda,0.9249,0.7698,2024-05-25 07:00:00
RDS,2.1329,0.5642,2024-05-25 08:00:00
Lambda,0.8794,0.8121,2024-05-25 09:00:00
EC2,1.2116,0.2369,2024-05-25 10:00:00
EC2,2.0625,0.4446,2024-05-25 11:00:00
S3,0.0581,0.2492,2024-05-25 12:00:00
Lambda,0.291,0.2195,2024-05-25 13:00:00
DynamoDB,0.3557,0.4955,2024-05-25 14:00:00
EC2,3.1072,0.6176,2024-05-25 15:00:00
S3,0.1743,0.6892,2024-05-25 16:00:00
Lambda,0.4419,0.3738,2024-05-25 17:00:00
S3,0.1528,0.6538,2024-05-25 18:00:00
EC2,2.4429,0.499,2024-05-25 19:00:00
S3,0.1437,0.657,2024-05-25 20:00:00
Lambda,0.7625,0.6429,2024-05-25 21:00:00
RDS,2.3991,0.6415,2024-05-25 22:00:00
DynamoDB,0.6316,0.8216,2024-05-25 23:00:00
EC2,3.9593,0.7693,2024-05-26 00:00:00
Lambda,0.671,0.5583,2024-05-26 01:00:00
Lambda,0.8391,0.6746,2024-05-26 02:00:00
S3,0.1073,0.4382,2024-05-26 03:00:00
EC2,2.2653,0.493,2024-05-26 04:00:00
RDS,2.7367,0.7581,2024-05-26 05:00:00
RDS,3.0089,0.9097,2024-05-26 06:00:00
DynamoDB,0.2803,0.3886,2024-05-26 07:00:00
DynamoDB,0.5342,0.7275,2024-05-26 08:00:00
S3,0.1273,0.5621,2024-05-26 09:00:00
EC2,1.3101,0.2686,2024-05-26 10:00:00
RDS,0.7961,0.2272,2024-05-26 11:00:00
EC2,2.7394,0.6002,2024-05-26 12:00:00
S3,0.2091,0.8211,2024-05-26 13:00:00
EC2,0.8499,0.1857,2024-05-26 14:00:00
EC2,0.1976,0.0428,2024-05-26 15:00:00
EC2,3.0708,0.6533,2024-05-26 16:00:00
S3,0.1313,0.5922,2024-05-26 17:00:00
S3,0.1539,0.6596,2024-05-26 18:00:00
S3,0.12,0.5024,2024-05-26 19:00:00
RDS,0.8335,0.2457,2024-05-26 20:00:00
Lambda,0.8489,0.6936,2024-05-26 21:00:00
EC2,3.4634,0.71,2024-05-26 22:00:00
DynamoDB,0.3477,0.5286,2024-05-26 23:00:00
DynamoDB,0.3206,0.4459,2024-05-27 00:00:00
Lambda,1.1055,0.8906,2024-05-27 01:00:00
EC2,3.9904,0.8072,2024-05-27 02:00:00
EC2,1.7272,0.3577,2024-05-27 03:00:00
EC2,2.5034,0.5472,2024-05-27 04:00:00
S3,0.1005,0.4231,2024-05-27 05:00:00
RDS,2.6485,0.8211,2024-05-27 06:00:00
S3,0.1695,0.7412,2024-05-27 07:00:00
EC2,1.1467,0.2256,2024-05-27 08:00:00
Lambda,0.8243,0.6464,2024-05-27 09:00:00
EC2,3.495,0.6601,2024-05-27 10:00:00
EC2,2.9134,0.6117,2024-05-27 11:00:00
RDS,2.1742,0.5686,2024-05-27 12:00:00
EC2,1.598,0.3441,2024-05-27 13:00:00
S3,0.0941,0.4382,2024-05-27 14:00:00
DynamoDB,0.3441,0.5276,2024-05-27 15:00:00
RDS,1.9177,0.5106,2024-05-27 16:00:00
RDS,1.5788,0.4046,2024-05-27 17:00:00
RDS,0.793,0.2079,2024-05-27 18:00:00
EC2,2.7866,0.635,2024-05-27 19:00:00
RDS,3.5885,1.0,2024-05-27 20:00:00
RDS,1.086,0.3245,2024-05-27 21:00:00
S3,0.1087,0.456,2024-05-27 22:00:00
Lambda,0.6153,0.5205,2024-05-27 23:00:00
S3,0.1475,0.6266,2024-05-28 00:00:00
S3,0.0269,0.113,2024-05-28 01:00:00
Lambda,0.0324,0.0265,2024-05-28 02:00:00
Lambda,0.3679,0.3041,2024-05-28 03:00:00
RDS,2.6159,0.7628,2024-05-28 04:00:00
S3,0.1672,0.7123,2024-05-28 05:00:00
EC2,4.0085,0.8506,2024-05-28 06:00:00
DynamoDB,0.2472,0.3319,2024-05-28 07:00:00
DynamoDB,0.2847,0.4128,2024-05-28 08:00:00
DynamoDB,0.2905,0.4044,2024-05-28 09:00:00
S3,0.1666,0.7684,2024-05-28 10:00:00
Lambda,0.6245,0.5046,2024-05-28 11:00:00
RDS,2.0663,0.5387,2024-05-28 12:00:00
RDS,1.7304,0.4851,2024-05-28 13:00:00
DynamoDB,0.4475,0.6185,2024-05-28 14:00:00
RDS,1.5581,0.4219,2024-05-28 15:00:00
EC2,1.7194,0.3695,2024-05-28 16:00:00
EC2,2.0212,0.3944,2024-05-28 17:00:00
Lambda,0.0,0.0,2024-05-28 18:00:00
RDS,1.6713,0.5069,2024-05-28 19:00:00
S3,0.1381,0.5619,2024-05-28 20:00:00
RDS,1.9296,0.6179,2024-05-28 21:00:00
S3,0.1787,0.7733,2024-05-28 22:00:00
DynamoDB,0.4759,0.6373,2024-05-28 23:00:00
S3,0.0805,0.3247,2024-05-29 00:00:00
DynamoDB,0.273,0.4229,2024-05-29 01:00:00
EC2,3.3846,0.7335,2024-05-29 02:00:00
RDS,1.1609,0.3291,2024-05-29 03:00:00
Lambda,0.6634,0.5544,2024-05-29 04:00:00
RDS,2.0476,0.6096,2024-05-29 05:00:00
DynamoDB,0.2516,0.3515,2024-05-29 06:00:00
RDS,3.1485,0.8796,2024-05-29 07:00:00
Lambda,0.8621,0.717,2024-05-29 08:00:00
DynamoDB,0.2868,0.4033,2024-05-29 09:00:00
DynamoDB,0.3459,0.4663,2024-05-29 10:00:00
Lambda,0.9466,0.7749,2024-05-29 11:00:00
RDS,2.5266,0.7374,2024-05-29 12:00:00
Lambda,0.4824,0.4171,2024-05-29 13:00:00
S3,0.1327,0.5629,2024-05-29 14:00:00
EC2,2.9562,0.646,2024-05-29 15:00:00
Lambda,0.6313,0.5086,2024-05-29 16:00:00
DynamoDB,0.0692,0.0869,2024-05-29 17:00:00
S3,0.0956,0.4434,2024-05-29 18:00:00
EC2,2.556,0.5316,2024-05-29 19:00:00
Lambda,0.6091,0.4836,2024-05-29 20:00:00
EC2,3.164,0.6495,2024-05-29 21:00:00
RDS,2.113,0.59,2024-05-29 22:00:00
DynamoDB,0.5701,0.8551,2024-05-29 23:00:00
Lambda,0.6356,0.5279,2024-05-30 00:00:00
DynamoDB,0.457,0.6627,2024-05-30 01:00:00
S3,0.0366,0.1513,2024-05-30 02:00:00
S3,0.1434,0.5562,2024-05-30 03:00:00
EC2,1.2486,0.2459,2024-05-30 04:00:00
S3,0.2292,0.9735,2024-05-30 05:00:00
S3,0.0569,0.2418,2024-05-30 06:00:00
Lambda,0.6204,0.5028,2024-05-30 07:00:00
DynamoDB,0.2962,0.3817,2024-05-30 08:00:00
EC2,1.2144,0.2771,2024-05-30 09:00:00
S3,0.1534,0.7213,2024-05-30 10:00:00
DynamoDB,0.3821,0.4592,2024-05-30 11:00:00
RDS,1.6909,0.4976,2024-05-30 12:00:00
Lambda,0.5847,0.4885,2024-05-30 13:00:00
S3,0.1319,0.5321,2024-05-30 14:00:00
S3,0.076,0.2922,2024-05-30 15:00:00
S3,0.1366,0.549,2024-05-30 16:00:00
DynamoDB,0.2869,0.3744,2024-05-30 17:00:00
Lambda,0.5458,0.4486,2024-05-30 18:00:00
Lambda,0.3573,0.3134,2024-05-30 19:00:00
DynamoDB,0.4489,0.6376,2024-05-30 20:00:00
EC2,1.5295,0.3292,2024-05-30 21:00:00
Lambda,0.7436,0.6398,2024-05-30 22:00:00
DynamoDB,0.3433,0.4765,2024-05-30 23:00:00
DynamoDB,0.0777,0.1165,2024-05-31 00:00:00
S3,0.1311,0.5673,2024-05-31 01:00:00
DynamoDB,0.5369,0.7113,2024-05-31 02:00:00
S3,0.1686,0.6438,2024-05-31 03:00:00
RDS,1.7966,0.4834,2024-05-31 04:00:00
DynamoDB,0.3097,0.3831,2024-05-31 05:00:00
Lambda,1.0767,0.8967,2024-05-31 06:00:00
S3,0.148,0.5773,2024-05-31 07:00:00
RDS,1.6384,0.4706,2024-05-31 08:00:00
EC2,3.2517,0.6748,2024-05-31 09:00:00
EC2,2.4682,0.5366,2024-05-31 10:00:00
EC2,0.7599,0.1565,2024-05-31 11:00:00
S3,0.1616,0.681,2024-05-31 12:00:00
DynamoDB,0.5469,0.7873,2024-05-31 13:00:00
S3,0.0691,0.2891,2024-05-31 14:00:00
EC2,2.4101,0.4835,2024-05-31 15:00:00
DynamoDB,0.2654,0.345,2024-05-31 16:00:00
RDS,3.2099,0.8934,2024-05-31 17:00:00
EC2,3.4096,0.7499,2024-05-31 18:00:00
Lambda,0.903,0.715,2024-05-31 19:00:00
DynamoDB,0.484,0.6727,2024-05-31 20:00:00
S3,0.0,0.0,2024-05-31 21:00:00
S3,0.0856,0.3748,2024-05-31 22:00:00
Lambda,0.6162,0.5244,2024-05-31 23:00:00
S3,0.0762,0.3351,2024-06-01 00:00:00
Lambda,0.4523,0.3569,2024-06-01 01:00:00
EC2,1.72,0.3678,2024-06-01 02:00:00
EC2,1.9948,0.4087,2024-06-01 03:00:00
S3,0.1203,0.5912,2024-06-01 04:00:00
DynamoDB,0.5435,0.7043,2024-06-01 05:00:00
S3,0.0662,0.29,2024-06-01 06:00:00
EC2,1.8934,0.4099,2024-06-01 07:00:00
DynamoDB,0.3541,0.5448,2024-06-01 08:00:00
Lambda,0.3572,0.2764,2024-06-01 09:00:00
EC2,1.6027,0.3144,2024-06-01 10:00:00
Lambda,0.6233,0.5711,2024-06-01 11:00:00
RDS,2.2442,0.6271,2024-06-01 12:00:00
DynamoDB,0.298,0.4089,2024-06-01 13:00:00
EC2,2.9567,0.5949,2024-06-01 14:00:00
Lambda,0.9008,0.7357,2024-06-01 15:00:00
Lambda,0.2635,0.2249,2024-06-01 16:00:00
Lambda,1.2435,1.0,2024-06-01 17:00:00
S3,0.25,0.9739,2024-06-01 18:00:00
S3,0.1336,0.5484,2024-06-01 19:00:00
RDS,1.6195,0.4927,2024-06-01 20:00:00
RDS,1.9227,0.5036,2024-06-01 21:00:00
Lambda,0.4655,0.3801,2024-06-01 22:00:00
S3,0.1536,0.6703,2024-06-01 23:00:00
DynamoDB,0.28,0.4097,2024-06-02 00:00:00
DynamoDB,0.2261,0.3356,2024-06-02 01:00:00
Lambda,0.4111,0.3199,2024-06-02 02:00:00
S3,0.0765,0.3169,2024-06-02 03:00:00
DynamoDB,0.3045,0.3994,2024-06-02 04:00:00
S3,0.1908,0.7622,2024-06-02 05:00:00
RDS,1.9971,0.5612,2024-06-02 06:00:00
Lambda,0.3445,0.2616,2024-06-02 07:00:00
Lambda,0.4315,0.3481,2024-06-02 08:00:00
S3,0.1661,0.7119,2024-06-02 09:00:00
S3,0.1763,0.7076,2024-06-02 10:00:00
EC2,3.9636,0.8456,2024-06-02 11:00:00
DynamoDB,0.1704,0.2428,2024-06-02 12:00:00
RDS,1.9561,0.5418,2024-06-02 13:00:00
DynamoDB,0.2744,0.4213,2024-06-02 14:00:00
EC2,3.1329,0.5941,2024-06-02 15:00:00
S3,0.1466,0.5929,2024-06-02 16:00:00
DynamoDB,0.4512,0.6145,2024-06-02 17:00:00
Lambda,0.8399,0.6863,2024-06-02 18:00:00
DynamoDB,0.3024,0.4375,2024-06-02 19:00:00
S3,0.1097,0.4502,2024-06-02 20:00:00
DynamoDB,0.3194,0.4368,2024-06-02 21:00:00
EC2,2.9391,0.5878,2024-06-02 22:00:00
RDS,2.7342,0.7566,2024-06-02 23:00:00
S3,0.0562,0.2384,2024-06-03 00:00:00
Lambda,0.5545,0.5088,2024-06-03 01:00:00
EC2,3.7597,0.7777,2024-06-03 02:00:00
S3,0.1477,0.5763,2024-06-03 03:00:00
Lambda,0.4616,0.374,2024-06-03 04:00:00
Lambda,0.5684,0.478,2024-06-03 05:00:00
S3,0.0898,0.3456,2024-06-03 06:00:00
EC2,2.1108,0.4249,2024-06-03 07:00:00
Lambda,0.1588,0.125,2024-06-03 08:00:00
RDS,2.5701,0.7104,2024-06-03 09:00:00
EC2,2.2258,0.4546,2024-06-03 10:00:00
Lambda,1.048,0.9578,2024-06-03 11:00:00
S3,0.1504,0.6564,2024-06-03 12:00:00
S3,0.1176,0.496,2024-06-03 13:00:00
EC2,1.9878,0.4143,2024-06-03 14:00:00
Lambda,0.3447,0.2732,2024-06-03 15:00:00
Lambda,0.174,0.1412,2024-06-03 16:00:00
EC2,1.9644,0.4347,2024-06-03 17:00:00
EC2,2.3923,0.5405,2024-06-03 18:00:00
EC2,2.2647,0.5079,2024-06-03 19:00:00
RDS,2.0336,0.5923,2024-06-03 20:00:00
RDS,1.497,0.4098,2024-06-03 21:00:00
RDS,1.2402,0.3455,2024-06-03 22:00:00
S3,0.0488,0.1972,2024-06-03 23:00:00
RDS,3.4994,0.853,2024-06-04 00:00:00
RDS,1.9392,0.5182,2024-06-04 01:00:00
RDS,0.5569,0.1439,2024-06-04 02:00:00
Lambda,0.7673,0.6552,2024-06-04 03:00:00
DynamoDB,0.5313,0.7474,2024-06-04 04:00:00
RDS,1.5052,0.4084,2024-06-04 05:00:00
EC2,1.4496,0.2873,2024-06-04 06:00:00
RDS,0.9851,0.2888,2024-06-04 07:00:00
DynamoDB,0.2377,0.3181,2024-06-04 08:00:00
S3,0.0843,0.3766,2024-06-04 09:00:00
S3,0.0908,0.3789,2024-06-04 10:00:00
RDS,0.895,0.2638,2024-06-04 11:00:00
EC2,4.2364,0.9223,2024-06-04 12:00:00
EC2,2.0515,0.4354,2024-06-04 13:00:00
Lambda,0.5144,0.4157,2024-06-04 14:00:00
EC2,3.2596,0.6896,2024-06-04 15:00:00
Lambda,0.3226,0.2527,2024-06-04 16:00:00
Lambda,0.627,0.4809,2024-06-04 17:00:00
EC2,0.2466,0.0509,2024-06-04 18:00:00
EC2,4.1669,0.8837,2024-06-04 19:00:00
Lambda,0.5539,0.4549,2024-06-04 20:00:00
S3,0.0917,0.3882,2024-06-04 21:00:00
RDS,1.5079,0.4324,2024-06-04 22:00:00
S3,0.1831,0.7458,2024-06-04 23:00:00
EC2,2.7474,0.5501,2024-06-05 00:00:00
DynamoDB,0.3095,0.4471,2024-06-05 01:00:00
EC2,1.8216,0.3795,2024-06-05 02:00:00
Lambda,0.3371,0.2882,2024-06-05 03:00:00
DynamoDB,0.316,0.3968,2024-06-05 04:00:00
DynamoDB,0.0,0.0,2024-06-05 05:00:00
RDS,3.061,0.8451,2024-06-05 06:00:00
EC2,3.1389,0.6507,2024-06-05 07:00:00
RDS,1.1716,0.3665,2024-06-05 08:00:00
S3,0.1248,0.5411,2024-06-05 09:00:00
DynamoDB,0.2386,0.3399,2024-06-05 10:00:00
RDS,3.4238,0.849,2024-06-05 11:00:00
S3,0.1274,0.5434,2024-06-05 12:00:00
EC2,1.2996,0.2646,2024-06-05 13:00:00
EC2,4.0607,0.8566,2024-06-05 14:00:00
Lambda,0.03,0.0242,2024-06-05 15:00:00
S3,0.154,0.6971,2024-06-05 16:00:00
S3,0.1314,0.5353,2024-06-05 17:00:00
RDS,1.6783,0.4854,2024-06-05 18:00:00
DynamoDB,0.4961,0.7032,2024-06-05 19:00:00
DynamoDB,0.1312,0.203,2024-06-05 20:00:00
Lambda,0.9304,0.7522,2024-06-05 21:00:00
Lambda,0.6074,0.5176,2024-06-05 22:00:00
Lambda,0.4476,0.3942,2024-06-05 23:00:00
S3,0.0888,0.4137,2024-06-06 00:00:00
EC2,1.6671,0.3528,2024-06-06 01:00:00
EC2,2.9795,0.622,2024-06-06 02:00:00
RDS,2.5324,0.659,2024-06-06 03:00:00
DynamoDB,0.5244,0.7116,2024-06-06 04:00:00
DynamoDB,0.344,0.5024,2024-06-06 05:00:00
RDS,2.5287,0.648,2024-06-06 06:00:00
S3,0.1495,0.5684,2024-06-06 07:00:00
EC2,0.8815,0.1949,2024-06-06 08:00:00
Lambda,0.8159,0.671,2024-06-06 09:00:00
EC2,3.6584,0.7628,2024-06-06 10:00:00
RDS,1.1625,0.3264,2024-06-06 11:00:00
EC2,0.8762,0.1935,2024-06-06 12:00:00
Lambda,0.8698,0.6945,2024-06-06 13:00:00
DynamoDB,0.3768,0.5726,2024-06-06 14:00:00
RDS,1.4475,0.4283,2024-06-06 15:00:00
S3,0.1713,0.7353,2024-06-06 16:00:00
EC2,1.3597,0.2829,2024-06-06 17:00:00
EC2,1.9179,0.372,2024-06-06 18:00:00
S3,0.0788,0.353,2024-06-06 19:00:00
S3,0.0166,0.0694,2024-06-06 20:00:00
Lambda,0.4319,0.3876,2024-06-06 21:00:00
EC2,3.6598,0.7378,2024-06-06 22:00:00
RDS,1.9011,0.4944,2024-06-06 23:00:00
EC2,2.9111,0.6325,2024-06-07 00:00:00
Lambda,0.3649,0.2922,2024-06-07 01:00:00
RDS,2.1031,0.5793,2024-06-07 02:00:00
RDS,1.2267,0.3307,2024-06-07 03:00:00
RDS,1.2496,0.3489,2024-06-07 04:00:00
Lambda,0.916,0.7894,2024-06-07 05:00:00
EC2,0.8431,0.1854,2024-06-07 06:00:00
DynamoDB,0.5096,0.6989,2024-06-07 07:00:00
RDS,1.6638,0.4742,2024-06-07 08:00:00
S3,0.1372,0.5971,2024-06-07 09:00:00
Lambda,0.6487,0.5611,2024-06-07 10:00:00
RDS,1.1169,0.3205,2024-06-07 11:00:00
Lambda,0.5087,0.4249,2024-06-07 12:00:00
S3,0.1071,0.5471,2024-06-07 13:00:00
RDS,1.1946,0.3385,2024-06-07 14:00:00
EC2,3.6372,0.801,2024-06-07 15:00:00
Lambda,0.6868,0.5326,2024-06-07 16:00:00
RDS,0.8715,0.2374,2024-06-07 17:00:00
RDS,1.1915,0.3395,2024-06-07 18:00:00
Lambda,0.3924,0.3394,2024-06-07 19:00:00
S3,0.2501,1.0,2024-06-07 20:00:00
Lambda,0.8857,0.7203,2024-06-07 21:00:00
DynamoDB,0.1312,0.1787,2024-06-07 22:00:00
EC2,3.2837,0.7146,2024-06-07 23:00:00
S3,0.1722,0.6931,2024-06-08 00:00:00
EC2,4.0907,0.8704,2024-06-08 01:00:00
EC2,1.322,0.2805,2024-06-08 02:00:00
Lambda,0.8582,0.7871,2024-06-08 03:00:00
DynamoDB,0.0624,0.0863,2024-06-08 04:00:00
RDS,1.4819,0.4115,2024-06-08 05:00:00
DynamoDB,0.4824,0.6891,2024-06-08 06:00:00
S3,0.0332,0.1254,2024-06-08 07:00:00
DynamoDB,0.2049,0.3006,2024-06-08 08:00:00
EC2,3.3931,0.7207,2024-06-08 09:00:00
RDS,1.7967,0.4873,2024-06-08 10:00:00
DynamoDB,0.5074,0.7167,2024-06-08 11:00:00
RDS,2.5853,0.804,2024-06-08 12:00:00
DynamoDB,0.4497,0.652,2024-06-08 13:00:00
RDS,2.8078,0.7745,2024-06-08 14:00:00
DynamoDB,0.2718,0.3654,2024-06-08 15:00:00
S3,0.1681,0.6786,2024-06-08 16:00:00
RDS,1.033,0.2941,2024-06-08 17:00:00
Lambda,0.5978,0.4992,2024-06-08 18:00:00
EC2,2.8055,0.6499,2024-06-08 19:00:00
RDS,2.0111,0.5669,2024-06-08 20:00:00
EC2,1.5358,0.3323,2024-06-08 21:00:00
DynamoDB,0.2698,0.4571,2024-06-08 22:00:00
DynamoDB,0.2477,0.3597,2024-06-08 23:00:00
DynamoDB,0.4191,0.6066,2024-06-09 00:00:00
DynamoDB,0.3544,0.457,2024-06-09 01:00:00
DynamoDB,0.5259,0.6989,2024-06-09 02:00:00
S3,0.0986,0.4,2024-06-09 03:00:00
EC2,2.1541,0.4532,2024-06-09 04:00:00
RDS,2.0324,0.5819,2024-06-09 05:00:00
S3,0.1901,0.7986,2024-06-09 06:00:00
S3,0.1606,0.6237,2024-06-09 07:00:00
S3,0.1576,0.7063,2024-06-09 08:00:00
S3,0.1474,0.589,2024-06-09 09:00:00
S3,0.1537,0.6784,2024-06-09 10:00:00
EC2,1.8572,0.3686,2024-06-09 11:00:00
RDS,1.2328,0.3476,2024-06-09 12:00:00
EC2,3.9035,0.8152,2024-06-09 13:00:00
RDS,1.2207,0.3546,2024-06-09 14:00:00
S3,0.1269,0.5665,2024-06-09 15:00:00
S3,0.1099,0.4505,2024-06-09 16:00:00
DynamoDB,0.5653,0.7598,2024-06-09 17:00:00
Lambda,0.4539,0.3572,2024-06-09 18:00:00
Lambda,0.4955,0.4401,2024-06-09 19:00:00
EC2,2.3955,0.4656,2024-06-09 20:00:00
EC2,2.5602,0.533,2024-06-09 21:00:00
RDS,2.7656,0.8274,2024-06-09 22:00:00
DynamoDB,0.1607,0.2429,2024-06-09 23:00:00
RDS,2.0855,0.5745,2024-06-10 00:00:00
DynamoDB,0.5892,0.8085,2024-06-10 01:00:00
Lambda,0.503,0.4192,2024-06-10 02:00:00
Lambda,0.5757,0.5235,2024-06-10 03:00:00
DynamoDB,0.7387,1.0,2024-06-10 04:00:00
RDS,2.0112,0.542,2024-06-10 05:00:00
EC2,3.0594,0.6419,2024-06-10 06:00:00
DynamoDB,0.2772,0.3738,2024-06-10 07:00:00
DynamoDB,0.3987,0.5771,2024-06-10 08:00:00
DynamoDB,0.5726,0.7838,2024-06-10 09:00:00
RDS,2.4873,0.646,2024-06-10 10:00:00
EC2,2.4594,0.5044,2024-06-10 11:00:00
RDS,2.2968,0.662,2024-06-10 12:00:00
S3,0.1234,0.5108,2024-06-10 13:00:00
S3,0.0827,0.3088,2024-06-10 14:00:00
DynamoDB,0.1471,0.2185,2024-06-10 15:00:00
DynamoDB,0.5688,0.7628,2024-06-10 16:00:00
DynamoDB,0.2187,0.2948,2024-06-10 17:00:00
EC2,3.8034,0.7936,2024-06-10 18:00:00
EC2,4.3862,1.0,2024-06-10 19:00:00
DynamoDB,0.4867,0.6388,2024-06-10 20:00:00
EC2,3.2224,0.6783,2024-06-10 21:00:00
Lambda,0.5421,0.4419,2024-06-10 22:00:00
DynamoDB,0.4919,0.6632,2024-06-10 23:00:00
Lambda,0.8063,0.708,2024-06-11 00:00:00
RDS,1.5591,0.4544,2024-06-11 01:00:00
Lambda,0.5331,0.4228,2024-06-11 02:00:00
RDS,2.1225,0.5216,2024-06-11 03:00:00
RDS,1.945,0.5387,2024-06-11 04:00:00
DynamoDB,0.3633,0.5212,2024-06-11 05:00:00
DynamoDB,0.3715,0.4884,2024-06-11 06:00:00
RDS,1.8074,0.5228,2024-06-11 07:00:00
EC2,1.4779,0.315,2024-06-11 08:00:00
S3,0.1309,0.5148,2024-06-11 09:00:00
Lambda,0.2738,0.2319,2024-06-11 10:00:00
RDS,1.7293,0.5289,2024-06-11 11:00:00
S3,0.0773,0.3333,2024-06-11 12:00:00
DynamoDB,0.2477,0.3408,2024-06-11 13:00:00
DynamoDB,0.3275,0.4679,2024-06-11 14:00:00
RDS,2.2898,0.5856,2024-06-11 15:00:00
EC2,3.5917,0.8279,2024-06-11 16:00:00
RDS,2.1958,0.6154,2024-06-11 17:00:00
Lambda,0.6245,0.531,2024-06-11 18:00:00
S3,0.1266,0.5235,2024-06-11 19:00:00
EC2,1.7616,0.3842,2024-06-11 20:00:00
RDS,1.4942,0.4103,2024-06-11 21:00:00
Lambda,0.7755,0.6198,2024-06-11 22:00:00
Lambda,0.4882,0.4012,2024-06-11 23:00:00
EC2,3.5177,0.6925,2024-06-12 00:00:00
Lambda,0.5794,0.4882,2024-06-12 01:00:00
Lambda,0.6087,0.5382,2024-06-12 02:00:00
Lambda,0.5741,0.4613,2024-06-12 03:00:00
Lambda,0.7439,0.6284,2024-06-12 04:00:00
RDS,1.8761,0.5435,2024-06-12 05:00:00
EC2,3.0634,0.6407,2024-06-12 06:00:00
S3,0.1048,0.4448,2024-06-12 07:00:00
S3,0.1144,0.4874,2024-06-12 08:00:00
Lambda,0.743,0.6316,2024-06-12 09:00:00
RDS,3.1628,0.8186,2024-06-12 10:00:00
